Id,Sku,Title,Locations,Hybridizer,Released,Colors
3966,3966-TB,All The Talk,"A-45-4,  A-45-7",Thomas Johnson,2016,Violet
3967,3967-TB,Ambiguity,A-47-28,Anton Mego,2025,"Violet, Yellow"
3968,3968-TB,Angel Falls,A-46-57,Paul Black,2025,"Purple, White"
3969,3969-TB,Angels On My Shoulder,A-47-74,Robert Van Liere,2025,Wine
3970,3970-TB,Another Suggestion,B-33-3,Keith Keppel,2016,Pink
3971,3971-TB,Athena's Robe,A-46-70,Paul Black,2025,"Violet, Yellow"
3972,3972-TB,Atlantic Blue,A-46-72,Paul Black,2025,Blue
3973,3973-TB,Autumn Thunder,A-45-14,George Sutton,2000,Violet
3974,3974-TB,Baltimore,B-38-2,Keith Keppel,2017,"Light Blue, Violet"
3975,3975-TB,Barbados,B-16-3,Keith Keppel,2017,"Cream, Purple"
3976,3976-TB,Beautiful Mind,A-46-67,Thomas Johnson,2025,"Violet, White, Yellow"
3977,3977-TB,Beyond The Blue,A-45-18,Vincent Christopherson,2001,"Blue, Purple"
3978,3978-IB,Blank Verse,"A-47-76,  B-18-2",Keith Keppel,2019,White
3979,3979-TB,Blueprint For Spring,A-46-28,Paul Black,2025,"Blue, Violet"
3980,3980-TB,Blush Of Blue,B-17-2,J. T. Aitken,2021,"Blue, White"
3981,3981-TB,Bond Girl,B-43-1,Keith Keppel,2017,Orchid
3982,3982-TB,Boom Box,"A-46-25,  A-46-66",Paul Black,2025,"Wine, Yellow"
3983,3983-BB,Boondoggle,B-20-2,Keith Keppel,2016,"Peach, Violet"
3984,3984-TB,Booneville Chapel,A-45-15,Tom Burseen,2021,"Orange, Cream"
3985,3985-TB,Bouncing Blue Betty,A-46-54,Paul Black,2025,"Blue, White"
3986,3986-TB,Box Of Sunshine,A-46-22,Paul Black,2025,"Gold, White"
3987,3987-TB,Boxing Ring,A-46-42,Thomas Johnson,2025,"Wine, Yellow"
3988,3988-TB,Brown Nose,A-46-58,Paul Black,2025,"Tan, Copper, Brown"
3989,3989-TB,Budding Romance,A-45-43,Lesley Painter,2018,"Pink, White"
3990,3990-TB,Burst Of Inspiration,A-46-15,Thomas Johnson,2025,"Violet, White"
3991,3991-TB,Butterfly Eye,A-46-64,Paul Black,2025,Violet
3992,3992-TB,Cable Car,A-45-45,Walter Luihn,1982,"Copper, Brown"
3993,3993-TB,California Fiesta,A-45-53,Joyce Ragle,2008,Orange
3994,3994-TB,Cat Scratch Fever,A-45-57," 	P Dyer deceased, by H Stout",2025,"Violet, White"
3995,3995-TB,Causing A Commotion,A-46-38,Thomas Johnson,2025,"Wine, Yellow"
3996,3996-TB,Challenge Accepted,A-46-29,Thomas Johnson,2025,"Orchid, Brown"
3997,3997-TB,China Moon,A-47-2,Schreiner,1998,Yellow
3998,3998-TB,Chocolate Delight,"A-45-37,  A-45-47",Howard Dash,2023,"Yellow, Brown"
3999,3999-TB,Choir Of Angels,A-46-44,Thomas Johnson,2025,"Gold, White, Violet"
4000,4000-TB,Cinnamon Surprise,A-46-56,Paul Black,2025,"Yellow, Brown"
4001,4001-TB,Clear And Crisp,A-46-7,Thomas Johnson,2025,"Gold, White, Wine"
4002,4002-TB,Close To My Heart,A-47-65,Joseph Ghio,2017,"Peach, White"
4003,4003-TB,Coastal Mist,"A-45-19,  A-45-40",Schreiner,1998,"Blue, White"
4004,4004-TB,Coffee Shop,A-47-51,Barry Blyth,2008,Peach
4005,4005-BB,Coin Flip,A-47-36,Joseph Ghio,2018,"Gold, Wine"
4006,4006-TB,Colorado Pinstripes,A-47-54,Robert Van Liere,2025,"Silver, White"
4007,4007-TB,Come Fly With Me,A-46-71,Paul Black,2025,Violet
4008,4008-TB,Commedia Dell'Arte,A-47-38,Bryce Williamson,2022,
4009,4009-TB,Complexity,A-46-3,Thomas Johnson,2025,"Violet, White, Yellow"
4010,4010-BB,Costume Jewelry,B-21-3,Keith Keppel,2018,Purple
4011,4011-TB,Count It All Joy,A-47-69,Robert Van Liere,2025,"Violet, White"
4012,4012-IB,Dalriada,B-20-3,Philip Remare,2018,Orange
4013,4013-TB,Dancing Days,"B-5-3,  C-5-3",Keith Keppel,2013,"Cream, Violet"
4014,4014-TB,Danger Ahead,"A-45-35,  A-45-39",Howard Dash,2021,
4015,4015-Ukn,Dark Cranberry,A-45-10,not found,0,
4016,4016-TB,Dashing Stranger,A-46-61,Thomas Johnson,2025,"Wine, Yellow"
4017,4017-TB,Delicioso,A-46-4,Thomas Johnson,2025,"Peach, Wine"
4018,4018-TB,Desert Trails,B-4-2,Keith Keppel,2017,"Tan, Wine, Yellow"
4019,4019-TB,Devil In Disguise,A-46-33,Paul Black,2025,Wine
4020,4020-TB,Dig In,A-47-19,Schreiner,2025,"Violet, Yellow"
4021,4021-TB,Double Dealing,A-46-53,Paul Black,2025,"Wine, Yellow"
4022,4022-TB,Dramatic Finale,A-46-40,Thomas Johnson,2025,Violet
4023,4023-TB,Early To Rise,A-47-4,Paul Black,2012,"Gold, Peach, Yellow"
4024,4024-TB,Engagement Ring,"4-E-42,  5-W-29,  A-47-3",Joseph Ghio,2011,"Orchid, White, Yellow"
4025,4025-TB,Eternal Dawn,A-46-10,Thomas Johnson,2025,"Cream, Pink"
4026,4026-TB,Falcon Heart,A-46-47,Thomas Johnson,2025,"Wine, Yellow"
4027,4027-TB,Family Pride,A-47-12,Schreiner,2025,Blue
4028,4028-TB,Feel The Magic,A-46-13,Thomas Johnson,2025,"Violet, White"
4029,4029-TB,Film Noir,B-44-3,Keith Keppel,2022,"Wine, Yellow"
4030,4030-SDB,Fishnet Stockings,B-36-2,Paul Black,2019,"White, Wine, Yellow"
4031,4031-TB,Five O'Clock,A-47-21,Schreiner,2025,Violet
4032,4032-TB,Flamingo Fever,A-45-42,Howard Dash,2019,"Orchid, White"
4033,4033-TB,Flamingo Rose,A-45-32,Howard Dash,2021,Violet Burgundy
4034,4034-TB,Flash Mob,B-43-3,Keith Keppel,2016,"Wine, Yellow"
4035,4035-TB,Foreign Agent,B-40-3,Keith Keppel,2016,"Violet, Yellow"
4036,4036-TB,Frank's Dream,"A-45-30,  A-45-38",Howard Dash,2021,Blue
4037,4037-TB,Freefall,A-47-32,Anton Mego,2025,"Wine, Yellow"
4038,4038-BB,Freehand,A-47-61,Joseph Ghio,2019,"Blue, White"
4039,4039-TB,Game Changer,B-21-1,Keith Keppel,2018,"Magenta, Peach"
4040,4040-TB,Getting Some Sun,A-46-35,Paul Black,2025,Yellow
4041,4041-TB,Gilt By Association,A-47-22,Paul Black,2015,"Tan, Orchid, Gold"
4042,4042-TB,Girl Trouble,A-45-49,Lowell Baumunk,2012,"Lavender, Purple, White"
4043,4043-TB,Glowing Magic,A-46-49,Paul Black,2025,"Peach, Pink"
4044,4044-TB,Goddess Of The Rainbow,"A-46-11,  A-46-50",Lynda Miller,2025,"Violet, Yellow"
4045,4045-SDB,Golden City,A-47-55,Michael Sutton,2025,Yellow
4046,4046-TB,Golden Snitch,A-45-61,Robert Skaggs,2014,"Gold, Violet"
4047,4047-TB,Graced With Lace,A-46-30,Paul Black,2025,Orchid
4048,4048-TB,Grand Noble,"4-W-25,  A-44-1",Keith Keppel,2022,Purple
4049,4049-TB,Grapeful,A-47-30,Michael Sutton,2019,Purple
4050,4050-TB,Great Looks,B-8-1,Keith Keppel,2023,"Tan, Violet"
4051,4051-TB,Handful of Magic,"15-E-42,  A-47-24",Barry Blyth,2016,"Peach, White"
4052,4052-TB,Happily Ever After,A-46-8,Thomas Johnson,2025,Orchid
4053,4053-TB,Happy Cat,A-45-31,Howard Dash,2025,"Tan, Copper"
4054,4054-TB,Happy Girl,A-46-45,Thomas Johnson,2025,"Orchid, Cream, Peach"
4055,4055-TB,Harvest Glow,A-47-70,Michael Sutton,2025,"Orange, Wine"
4056,4056-TB,Heard A Rumor,A-46-14,Thomas Johnson,2025,"Gold, Orange"
4057,4057-TB,Heart So True,A-46-73,Paul Black,2025,Pink
4058,4058-TB,Hearthstone,"A-45-25,  A-45-28",Richard Ernst,1993,"Copper, Gold"
4059,4059-TB,Hidden Smile,A-46-9,Thomas Johnson,2025,"Orchid, Peach"
4060,4060-TB,High Achiever,A-43-2,Keith Keppel,2022,"Peach, Violet"
4061,4061-TB,High On Life,A-46-41,Paul Black,2025,
4062,4062-TB,High Wire Act,A-46-43,Thomas Johnson,2025,"White, Wine, Yellow"
4063,4063-TB,Homespun Hero,A-45-64,Tom Burseen,2021,"Blue, Violet, Tan"
4064,4064-TB,Illuminati,"3-W-46,  A-17-5,  C-42-6",Keith Keppel,2019,"Violet, Yellow"
4065,4065-TB,I'm All Shook Up,A-45-63,Paul Black,2013,"Tan, Light Blue, Purple, Violet"
4066,4066-TB,Immaculate Heart,B-28-2,Keith Keppel,2022,"Cream, Violet"
4067,4067-TB,Imperial Commando,A-45-44,Howard Dash,2023,Blue
4068,4068-TB,Imperial Guard,"3-W-25,  B-41-2",Keith Keppel,2017,"Wine, Yellow"
4069,4069-TB,In Good Company,A-46-46,Thomas Johnson,2025,"Gold, Violet"
4070,4070-TB,Indelible,A-47-48,Michael Sutton,2025,Wine
4071,4071-TB,Inkblot,A-23-6,Keith Keppel,2018,"Yellow, Violet"
4072,4072-TB,Irish Beauty,"A-47-8,  A-47-9",Schreiner,2025,Pink
4073,4073-TB,Jealous Rage,A-46-52,Thomas Johnson,2025,"Orchid, Copper"
4074,4074-TB,Jubilance,B-34-2,Keith Keppel,2021,"White, Yellow"
4075,4075-TB,Just Breath,A-47-34,Michael Sutton,2025,White
4076,4076-TB,Just For Jackie,A-46-48,Paul Black,2025,"White, Wine"
4077,4077-SDB,Just Like That,A-45-65,Michael Sutton,2025,
4078,4078-TB,Just Released,A-46-6,Thomas Johnson,2025,"Violet, White, Yellow"
4079,4079-TB,Late To The Party,A-46-39,Paul Black,2025,"Purple, White"
4080,4080-TB,Left An Imprint,A-46-75,Thomas Johnson,2025,"Lavender, Purple"
4081,4081-TB,License to Frill,A-47-71,Michael Sutton,2023,"Cream, Peach"
4082,4082-TB,Light Ring,A-47-59,Michael Sutton,2022,
4083,4083-TB,Lost In Thought,A-46-74,Thomas Johnson,2025,"Tan, Violet"
4084,4084-TB,Love In The Dark,A-46-31,Thomas Johnson,2025,"White, Wine"
4085,4085-TB,Loved One,A-46-5,Thomas Johnson,2025,"Pink, White"
4086,4086-TB,Magic Ring,B-32-1,Keith Keppel,2020,"Gold, White, Wine, Yellow"
4087,4087-TB,Magic Stitch,A-46-18,Thomas Johnson,2025,"Cream, Violet"
4088,4088-TB,Major Issue,B-45-1,Keith Keppel,2018,"Blue, Light Blue"
4089,4089-TB,Mak Attack,A-47-40,Michael Sutton,2025,"Violet, White"
4090,4090-TB,Mango Mojito,A-47-25,Brad Collins,2023,Orange
4091,4091-TB,Mars Rover,A-45-59,Hugh Stout,2025,Orange
4092,4092-TB,Maximalist Art,B-9-1,Keith Keppel,2023,"Violet, yellow"
4093,4093-TB,Megastar,A-46-23,Paul Black,2025,"Tan, White, Wine"
4094,4094-TB,Melon Call Me Baby,A-47-50,Anton Mego,2025,Peach
4095,4095-IB,Middle Child,A-47-72,Michael Sutton,2025,"Magenta, Peach"
4096,4096-TB,Mille Soleils,A-47-18,Richard Cayeux,2016,Gold
4097,4097-TB,Mixed Signals,B-46-2,Keith Keppel,2016,"Lavender, Purple, Copper"
4098,4098-TB,Mocha Frappe,A-47-23,Brad Collins,2023,
4099,4099-TB,Moonglint,B-34-1,Keith Keppel,2020,"Violet, White"
4100,4100-TB,Mooneetoon,A-45-60,Tom Burseen,2021,Orange
4101,4101-TB,Mountain Laurel,A-47-49,Michael Sutton,2013,Orchid
4102,4102-TB,My Beloved,A-47-33,Joseph Ghio,2009,White
4103,4103-TB,Mystery Man,"B-6-2,  B-14-2",Keith Keppel,2023,Wine
4104,4104-TB,Mystic Wind,A-45-62,Hugh Stout,2018,Violet
4105,4105-TB,Netizen,A-41-1,Keith Keppel,2022,"Cream, Violet"
4106,4106-TB,Never Ending Story,A-46-68,Thomas Johnson,2025,"Wine, Yellow"
4107,4107-TB,New Mexico Sky,A-45-33,Howard Dash,2022,Blue
4108,4108-TB,North Pacific Seas,A-45-17,Larry Johnson,1996,Violet
4109,4109-TB,Oh Far Out,A-46-27,Thomas Johnson,2025,"Wine, Yellow"
4110,4110-TB,On Arrival,A-46-1,Thomas Johnson,2025,"Orchid, White, Yellow"
4111,4111-TB,On Silken Wings,A-46-65,Paul Black,2025,"Light Blue, Yellow"
4112,4112-TB,Only Imagine,A-46-17,Thomas Johnson,2025,"lavender, Wine, Yellow"
4113,4113-TB,Opal Creek,A-47-1,Schreiner,2021,Sky Blue
4114,4114-TB,Optimistic,"A-45-5,  A-45-12",Michael Sutton,2020,"Yellow, White"
4115,4115-TB,Oregon Bound,A-47-26,Schreiner,2025,Light Blue
4116,4116-BB,Otherwise,A-47-44,Michael Sutton,2024,"Violet, White"
4117,4117-TB,Paradise Cove,A-47-56,Michael Sutton,2019,
4118,4118-TB,Peach Berry Jumble,"A-46-62,  A-46-63",Paul Black,2025,"Peach, Wine"
4119,4119-TB,Pearl Of Nitra,A-47-62,Anton Mego,2020,"White, Violet"
4120,4120-TB,Pink Poodle,A-46-19,Paul Black,2025,Pink
4121,4121-TB,Pistols At Dawn,A-46-36,Lynda Miller,2025,"Wine, Yellow"
4122,4122-TB,Playing Our Song,B-21-2,Keith Keppel,2022,Orchid
4123,4123-TB,Power,A-46-32,Thomas Johnson,2025,"Gold, Violet"
4124,4124-TB,Radiant Caterpillar,"A-45-8,  A-45-27",L. & K. Jedlicka,2007,"Wine, Yellow"
4125,4125-TB,Rainbow Road,B-10-2,Keith Keppel,2019,"Blue, Light Blue"
4126,4126-TB,Rare Gem,A-46-16,Thomas Johnson,2025,Orchid
4127,4127-TB,Reach For IT,A-46-2,Lynda Miller,2025,Orchid
4128,4128-TB,Red Dirt Road,A-47-5,Schreiner,2013,Wine
4129,4129-TB,Renewal,A-47-43,George Sutton,2004,"Violet, White"
4130,4130-TB,Rock Around The Clock,A-45-54,Lowell Baumunk,2015,"Peach, Purple, White"
4131,4131-TB,Rooted In Tradition,A-47-41,Michael Sutton,2025,Peach
4132,4132-BB,Roseberry Ridge,A-47-58,Michael Sutton,2020,"Purple, Yellow"
4133,4133-TB,Runner Girl,A-47-45,Michael Sutton,2024,"Pink, Rose"
4134,4134-IB,Rustic Edge,A-47-47,Michael Sutton,2025,"Copper, Brown"
4135,4135-TB,Seawash,A-47-14,Schreiner,2018,"White, Purple"
4136,4136-TB,Shandygaff,"A-47-17,  B-38-1",Keith Keppel,2018,"Cream, Yellow"
4137,4137-TB,She Will Be Loved,A-46-55,Thomas Johnson,2025,Pink
4138,4138-TB,Shemozzle,A-46-26,Thomas Johnson,2025,"Violet, Yellow"
4139,4139-TB,Shifting Gears,"B-15-1,  C-15-0",Keith Keppel,2023,"Violet, Yellow"
4140,4140-TB,Shotgun Sam,A-45-50,Randall Moore,2025,Orange
4141,4141-BB,Sicilian Orange,A-47-68,Michael Sutton,2016,"Orange, Wine"
4142,4142-TB,Silk Brocade,A-45-20,Keith Keppel,1999,"Cream, Magenta"
4143,4143-BB,Sorbet Swirl,B-9-2,Keith Keppel,2018,"Cream, Peach, Yellow"
4144,4144-TB,Southpaw,A-45-52,Hugh Stout,2025,Yellow
4145,4145-TB,Southwest Sweetheart,A-45-56,Alton Pyburn,2015,Blue
4146,4146-TB,Spiral Galaxy,"11-E-55,  A-47-10",Joseph Ghio,2014,"Cream, Gold, Wine"
4147,4147-TB,Split Ticket,"B-47-1,  C-41-11",Keith Keppel,2021,"Purple, White"
4148,4148-TB,Spring Wings,A-47-46,George Sutton,2010,Blue
4149,4149-AB,Stare Into My Eyes,A-45-48,Paul Black,2025,"lavener, White, Wine, Yellow"
4150,4150-BB,Stegosaurus,A-47-64,Michael Sutton,2012,"Cream, Violet, White"
4151,4151-TB,Stepping In,A-47-6,Schreiner,2025,"Purple, White"
4152,4152-TB,Sudden Outburst,A-46-24,Thomas Johnson,2025,"Lavender, Purple"
4153,4153-TB,Suggestion,A-46-60,Thomas Johnson,2025,"White, Wine, Yellow"
4154,4154-TB,Sunday's Best Dress,A-47-39,Michael Sutton,2025,Peach
4155,4155-TB,Sunken Treasure,"A-47-29,  A-47-66",Anton Mego,2025,"Wine, Yellow"
4156,4156-TB,Sunset Boulevard,"3-E-4,  B-9-3",Keith Keppel,2017,"Orchid, Orange"
4157,4157-TB,Tamale Time,B-7-2,Keith Keppel,2020,"Gold, Wine"
4158,4158-TB,Tender Gender,A-45-13,Tom Burseen,1998,Pink
4159,4159-TB,Texas Two Step,A-47-52,George Sutton,2013,"Violet, White"
4160,4160-TB,Thankful,A-47-35,Michael Sutton,2025,"Peach, Yellow"
4161,4161-TB,Time Bomb,A-46-51,Lynda Miller,2025,"Peach, Wine"
4162,4162-TB,Timeless Classic,A-46-12,Thomas Johnson,2025,Orchid
4163,4163-TB,Tom Frillery,"A-47-42,  A-47-53",Michael Sutton,2025,"Orchid, Peach"
4164,4164-BB,Tootsie Roll,A-47-57,michele Bersillon,2015,"Copper, Brown"
4165,4165-TB,True Colors,"3-W-8,  A-47-20,  B-13-2,  C-13-0",Keith Keppel,2020,"Violet, Yellow"
4166,4166-TB,Tucumcari,B-19-1,Keith Keppel,2023,"Copper, Brown, Wine, Yellow"
4167,4167-TB,Tyrannosiris Rex,"A-46-20,  A-46-21",Paul Black,2025,"Silver, Grey, Violet, Yellow"
4168,4168-IB,Unbroken Promise,B-29-2,Keith Keppel,2017,"Cream, Lavender, Violet"
4169,4169-TB,Vanity,A-45-11,Ben Hager,1975,Pink
4170,4170-TB,Vein Ambition,A-47-67,Robert Van Liere,2025,Purple
4171,4171-TB,Vintage Charm,A-47-11,Schreiner,2018,"Wine, Yellow"
4172,4172-IB,Vintage Vibe,A-45-66,Michael Sutton,2015,"Copper, Brown, Violet"
4173,4173-TB,Vista Point,"3-W-13,  A-47-13,  B-22-1",Keith Keppel,2017,"White, Wine, Yellow"
4174,4174-TB,Warm Thoughts,A-45-29,Howard Dash,2023,Pink
4175,4175-TB,Waterdragon,"A-45-22,  A-45-46",Marky Smith,1998,"Blue, Violet"
4176,4176-TB,Wave Of Passion,A-46-34,Thomas Johnson,2025,"Yellow, Violet"
4177,4177-TB,Well-To-Do,B-37-1,Keith Keppel,2022,"Gold, Violet"
4178,4178-TB,What's Up,B-2-1,Keith Keppel,2023,"Violet, Yellow"
4179,4179-BB,Winning Streak,A-47-75,Michael Sutton,2004,"Peach, Violet"
4180,4180-TB,Witches Stitches,A-46-59,Paul Black,2025,"Violet, White"
4181,4181-TB,Yield,A-45-55,Paul Black,2012,"Gold, Wine"
4182,4182-SDB,Sweet Baby Girl,C-4-4,Thomas Johnson,2021,Orchid White
4183,4183-BB,Bat Girl,C-33-3,Keith Keppel,2025,Purple
4184,4184-TB,Beauty Becomes Her,C-41-12,Paul Black,2010,"White, Yellow"
4185,4185-TB,Butteryfly Affair,C-39-9,Barry Blyth,2013,"Green, Blue, Silver"
4186,4186-TB,Chianti Classic,C-40-4,J. T. Aitken,2010,Wine
4187,4187-IB,Coal Tar,"2-E-21,  C-1-1",Keith Keppel,2022,Black
4188,4188-TB,Common Thread,C-40-10,Thomas Johnson,2012,"Lavender, White"
4189,4189-TB,Cranberry Spritzer,C-37-13,Thomas Johnson,2022,
4190,4190-TB,Dance A Dance,C-39-8,Barry Blyth,2011,"Orchid, Violet"
4191,4191-TB,Dancing Witches,C-32-7,Keith Keppel,2025,"Cream, Purple"
4192,4192-IB,Dark Triad,C-3-2,Keith Keppel,2017,Black
4193,4193-TB,Dawn's Silence,C-5-8,Robin Shadlow,2017,"Pink, Violet"
4194,4194-MDB,Decibelle,C-4-2,Keith Keppel,2021,Orange
4195,4195-TB,Down To The Wire,C-43-8,Joseph Ghio,2015,"Copper, Gold"
4197,4197-SPX,Family Crest,C-5-6,Keith Keppel,2019,"Yellow, Lavender"
4198,4198-TB,First Avenue,C-39-10,Barry Blyth,2011,"Gold, Violet"
4199,4199-TB,Flashinator,C-38-9,Barry Blyth,2013,"Wine, Yellow"
4200,4200-TB,Flashy Dresser,C-33-7,Keith Keppel,2024,"Violet, Yellow"
4201,4201-TB,For Dessert,C-32-6,Keith Keppel,2025,White
4202,4202-TB,Freedom Song,C-43-11,Schreiner,2003,"White, Blue"
4203,4203-TB,Full Power,C-33-4,Keith Keppel,2025,Wine
4204,4204-TB,Galway Piper,C-40-9,Barry Blyth,2015,"Lavender, Peach, Pink"
4205,4205-TB,Gift Wrapping,C-33-5,Keith Keppel,2025,"Blue, Yellow"
4206,4206-TB,Great Falls,C-43-12,Schreiner,2016,Blue
4207,4207-TB,Ground Rules,C-33-6,Keith Keppel,2025,"Purple, Yellow"
4208,4208-IB,Group Hug,"3-E-5,  C-3-1",Keith Keppel,2021,"Purple, White"
4209,4209-TB,Hard To Resist,C-36-9,Thomas Johnson,2016,"Violet, White"
4210,4210-TB,Imperial Edge,C-42-7,Anton Mego,2016,"Violet, White, Yellow"
4211,4211-TB,Inked In,C-37-6,Barry Blyth,2021,"Violet, White"
4212,4212-TB,Joint Session,C-32-2,Keith Keppel,2025,"Peach, Violet"
4213,4213-TB,Joy Returns,C-43-9,Robin Shadlow,2016,"Violet, White"
4214,4214-BB,Junior Partner,C-4-1,Keith Keppel,2023,"Purple, White"
4215,4215-TB,Lavender Whirl,C-35-3,Thomas Johnson,2019,"Orchid, White"
4216,4216-TB,Layer Cake,C-41-4,Joseph Ghio,2015,"Gold, White"
4217,4217-IB,Marsh Mist,C-2-1,Keith Keppel,2016,"Green, White, Yellow"
4218,4218-TB,Master At Arms,C-41-3,Barry Blyth,2013,Magenta
4219,4219-TB,Moonlit Rendezvous,C-38-5,Thomas Johnson,2021,"Violet, White"
4220,4220-TB,Music Of The Surf,C-38-10,Barry Blyth,2012,"Blue, Violet"
4221,4221-SDB,Oh My,C-4-5,Thomas Johnson,2020,Yellow
4222,4222-SDB,Orange Peel,C-1-2,Keith Keppel,2022,Orange
4223,4223-TB,Party Belle,C-32-4,Keith Keppel,2025,Pink
4224,4224-TB,Peal Of Bells,C-37-14,Barry Blyth,2014,"Peach, Rose"
4225,4225-TB,Phantom Ship,C-40-11,Lowell Baumunk,2007,"Blue, Purple"
4226,4226-TB,Primaluna,C-42-4,Barry Blyth,2013,Yellow
4227,4227-TB,Procrastination,C-32-3,Keith Keppel,2025,Violet
4228,4228-TB,Puerto Vallarta,C-37-12,Thomas Johnson,2021,"Copper, Brown, Yellow"
4229,4229-TB,Purist,C-39-7,Barry Blyth,2015,"White, Yellow"
4230,4230-TB,Royal Passage,C-37-8,Thomas Johnson,2019,"Tan, Wine"
4231,4231-TB,Rumor Has It,C-42-5,Thomas Johnson,2012,"Purple, White"
4232,4232-TB,Sea For Miles,C-40-8,Barry Blyth,2013,Blue
4233,4233-SDB,Sharp Wit,C-3-4,Keith Keppel,2021,"Purple, White"
4234,4234-TB,Shipboard Romance,C-43-10,Barry Blyth,2016,"Cream, Yellow"
4235,4235-TB,Shockaholic,C-35-4,Thomas Johnson,2020,"Orange, Peach"
4236,4236-TB,Smashing Sensation,C-36-3,Thomas Johnson,2021,"Purple, Violet, Yellow"
4237,4237-TB,Soft Sell,C-32-1,Keith Keppel,2025,"Lavender, White, Yellow"
4238,4238-SDB,Squirt,C-4-3,Keith Keppel,2021,Yellow
4239,4239-TB,Stay Stylish,C-41-8,Barry Blyth,2014,"Orchid, Gold"
4240,4240-TB,Strawberry Bliss,C-37-9,Thomas Johnson,2021,"Pink, Rose"
4241,4241-TB,Strike A Chord,C-37-10,Thomas Johnson,2021,Lavender
4242,4242-TB,Sweet As Honey,C-40-12,Barry Blyth,2016,"Orange, White"
4243,4243-TB,Swirling Surf,C-32-5,Keith Keppel,2025,Violet
4244,4244-TB,Swivel Hips,C-36-6,Thomas Johnson,2016,"Pink, Wine"
4245,4245-TB,Truth Be Told,C-36-13,Joseph Ghio,2022,Purple
4247,4247-TB,Turn Back Time,C-36-4,Thomas Johnson,2022,"Gold, Violet, White"
4248,4248-TB,Valley Of Dreams,C-40-3,Barry Blyth,2015,"Orchid, Copper, Brown"
4249,4249-TB,Venus Bay,C-40-5,Barry Blyth,2011,"Cream, Gold, Yellow"
4250,4250-SDB,Wow Gee Whiz,C-3-3,Paul Black,2021,"Copper, Brown, Gold"
4251,4251-TB,You're Gorgeous,C-39-4,Barry Blyth,2015,"Cream, Violet"
4252,4252-SDB,Zig Zag,C-5-7,Thomas Johnson,2021,"Cream, Gold, Violet"
4253,4253-TB,Western Harvest,C-44-4,Keith Keppel,2026,
4254,4254-TB,Fashion Frills,C-45-4,Keith Keppel,2026,
4255,4255-TB,Adoranova,14-E-75,#N/A,#N/A,#N/A
4256,4256-BB,Almost Famous,15-E-18,#N/A,#N/A,#N/A
4257,4257-TB,Alone At Last,5-E-45,#N/A,#N/A,#N/A
4258,4258-IB,Apache Warrior,5-W-41,#N/A,#N/A,#N/A
4259,4259-TB,Aura Of Glamour,15-W-57,#N/A,#N/A,#N/A
4260,4260-TB,Baby I Love You,12-W-9,#N/A,#N/A,#N/A
4261,4261-TB,Bombastic,8-W-11,#N/A,#N/A,#N/A
4262,4262-TB,Casting Call,14-E-45,#N/A,#N/A,#N/A
4263,4263-TB,Certain Magic,13-W-66,#N/A,#N/A,#N/A
4264,4264-TB,Chasing Destiny,4-W-7,#N/A,#N/A,#N/A
4265,4265-TB,Christmas Spirit,14-E-40,#N/A,#N/A,#N/A
4266,4266-TB,Creamsicle,16-W-18,#N/A,#N/A,#N/A
4267,4267-TB,Cut To Order,14-E-62,#N/A,#N/A,#N/A
4268,4268-TB,Dash Of Burgundy,12-E-23,#N/A,#N/A,#N/A
4269,4269-TB,Devil's Intent,14-E-9,#N/A,#N/A,#N/A
4270,4270-BB,Dragon Kiss,16-E-26,#N/A,#N/A,#N/A
4271,4271-TB,Elope To Madrid,12-W-28,#N/A,#N/A,#N/A
4272,4272-TB,Endless Sunshine,5-W-24,#N/A,#N/A,#N/A
4273,4273-TB,Eye Of An Angel,14-W-3,#N/A,#N/A,#N/A
4274,4274-AB,Fire In The Hole,5-E-38,#N/A,#N/A,#N/A
4275,4275-SDB,Flashed,5-W-39,#N/A,#N/A,#N/A
4276,4276-TB,Flauntress,12-E-69,#N/A,#N/A,#N/A
4277,4277-TB,Future Bride,16-E-67,#N/A,#N/A,#N/A
4278,4278-TB,Georgette Silk,14-W-10,#N/A,#N/A,#N/A
4279,4279-TB,Going Big Time,14-E-52,#N/A,#N/A,#N/A
4280,4280-TB,Good On Ya,9-W-42,#N/A,#N/A,#N/A
4281,4281-TB,Headline News,13-W-35,#N/A,#N/A,#N/A
4282,4282-TB,Heavenly Host,5-E-10,#N/A,#N/A,#N/A
4283,4283-TB,Hobnobbing,15-E-25,#N/A,#N/A,#N/A
4284,4284-TB,Hospitality,5-W-17,#N/A,#N/A,#N/A
4285,4285-TB,Hour Of The Dawn,5-E-14,#N/A,#N/A,#N/A
4286,4286-TB,I Write The Songs,10-E-34,#N/A,#N/A,#N/A
4287,4287-TB,In The Loop,15-E-5,#N/A,#N/A,#N/A
4288,4288-TB,Italian Velvet,12-E-48,#N/A,#N/A,#N/A
4289,4289-TB,It's Remarkable,10-E-48,#N/A,#N/A,#N/A
4290,4290-TB,Ivory Castle,16-E-9,#N/A,#N/A,#N/A
4291,4291-TB,Junoesque,5-W-30,#N/A,#N/A,#N/A
4292,4292-TB,Just A Fling,13-W-19,#N/A,#N/A,#N/A
4293,4293-TB,Just You And Me,7-E-17,#N/A,#N/A,#N/A
4294,4294-MDB,Keep Off,5-W-57,#N/A,#N/A,#N/A
4295,4295-TB,Lasting Moment,13-E-72,#N/A,#N/A,#N/A
